Review_Index,Restaurant,Reviewer,Teencode_Found,Original_Comment
11079,Naked Sushi,Nguyễn Ngọc Thuý Hân,ord,"mình rất thích ăn tại naked, có thể gọi là nhà hàng sushi ưng ý nhất từ trước tới giờ mình ăn, một nhà hàng ngon là 1 nhà hàng mà dù làm món nào ăn cũng ngon và chỉn chu! nguyên liệu tươi, giòn, mình đã đi 3 lần, 2 lần đầu mình ord đa số món hợp gu, phải nói là ăn xong thấy rất thoải mái và mãn nguyện, còn lần 3 mình ord những món lạ, mặc dù ko hợp gu nhưng ăn vẫn thấy rõ sự tươi ngon của nguyên liệu + rich flavour, rất ưng"
11081,Naked Sushi,Quang Trung Lê,"mỉ, nhiên, hải, khiết","với tư cách là một người đã dành nhiều thời gian để khám phá và thẩm định hương vị của ẩm thực nhật bản, tôi có thể khẳng định naked sushi là một điểm đến xứng đáng được ghi tên vào danh sách các nhà hàng yêu thích, sự tinh tế trong nguyên liệu và kỹ thuật chế biến tại đây luôn khiến tôi muốn quay trở lại, và thực tế là tôi đã làm điều đó không chỉ một lần, sashimi tươi ngon vượt trội trọng tâm của bất kỳ nhà hàng sushi/sashimi nào luôn nằm ở chất lượng của hải sản, và naked sushi đã làm rất tốt nhiệm vụ này, sashimi tại đây luôn đạt đến độ tươi ngon tuyệt đối, từng lát cá được cắt khéo léo, giữ trọn được vị ngọt tự nhiên, độ đàn hồi hoàn hảo và màu sắc bắt mắt, cho thấy sự tỉ mỉ trong khâu lựa chọn và bảo quản nguyên liệu, khi thưởng thức, hương vị tinh khiết của đại dương như tan chảy trong miệng, một trải nghiệm mà những tín đồ sashimi như tôi luôn tìm kiếm"
11087,Naked Sushi,x lubby teram,đỉm,"lần đầu mình ăn là từ review tiktok, cũng vừa miệng, khẩu phần khá nhiều, nhân đồ ăn k bị độn dưa leo và tươi, nói chung là khá ok, nhân viên hai bạn bảo trâm vs châu yến nhiệt tình dui dui dẻ dẻ, chấm quán 10 đỉm"
11088,Naked Sushi,My Trà,dth,"nhân viên dth, chị yên chị an nhiệt tình dth, đồ ăn siêu ngon quán đẹp, service rất tuyệt ạ"
11089,Naked Sushi,Hương Nguyễn 090,hỗ,"đồ ăn ngon, các bạn nhân viên nhiệt tình, đặc biệt các bạn hỗ trợ mình, bạn tiên, bạn nguyên & bạn trân luôn quan tâm và hỗ trợ nhanh chóng, không gian thoải mái và thân thiện tạo cảm giác vui vẻ khi dùng bữa"
11093,Naked Sushi,Rin,nhiên,"quán khá ổn trong mức giá, có lẽ tôi hơi bảo thủ nên thấy các món sáng tạo vẫn có gì đó rời rạc, có thể là do tôi trông đợi quá nhiều, tuy nhiên, menu thật sự ấn tượng"
11094,Naked Sushi,HanaYuki Mika,"rãi, đắn, rệt, yuzu","food,whale1419 tình cờ thấy quán gần rạp phim nên đi ăn thử, quán trong ngõ, bảng hiệu cũng hơi khuất nhưng đi sâu chút sẽ thấy, ngay cạnh tiệm spa, quán có hai tầng, bàn cũng nhiều và rộng rãi, 2 phần sashimi gọi cũng khá tươi, khá ngon, cá trích giòn, ngon, gọi thử cuộn lươn sầu riêng, đắn đo mãi chứ sầu riêng với sushi khiến lúc đầu nghe hơi rén,,, nhưng tính ra, ăn lại ổn bất ngờ, vẫn nghe mùi sầu riêng rất rõ rệt, nhưng mà không bị chọi với vị cơm lươn, thế mới lạ,,, lưỡi bò sốt hơi lạ, nướng lát mỏng, ăn cũng ổn, sụn gà giòn sần sật, nóng hổi luôn, là món ngon nhì sau sushi, tráng miệng thì đỉnh luôn, kem 1 phần có 2 viên nhưng chỉ được chọn 1 vị, vị yuzu chua, mát, đúng nghĩa ""tráng"" miệng luôn, bánh bông lan vị trà khá là ngon, cốt bánh mềm mà không khô, kem trà ở trên đem lại vị ngọt mà còn thơm, thích món này nhất"
11095,Naked Sushi,Hien Minh,"đẹpp, bth","đồ ăn tạm ổn, món lươn cơm cuộn ngon, còn cơm cuộn phô mai bth, mì cua thì ko ấn tượng, nv cần để ý khách hơn một xíu, lúc cần để gọi thì ko thấy b nào hết, ko gian đẹpp, siêu oke"
11096,Naked Sushi,Xuan Mai Dang,"thuồng, cũm","cái cuộn cá hồi nấm truffle gì ý ăn ngon, set đồ sống ăn cũm được, cái sushi tầng với mì thì bình thuồng"
11102,Naked Sushi,Tram Anh,nhàng,"món ăn ngon, nên thử naked roll, salad da cá hồi và cơm lươn, sashimi tươi, thái dày, không gian nhẹ nhàng, đủ sáng, nhạc nhẹ nhàng nhưng mở vừa đủ, không bị quá ồn, 10/10"
11105,Naked Sushi,Thư Anh,hỗ,"quán ăn xinh lắm, nằm trong hẻm nên rất riêng tư luôn, không gian quán dễ chịu và thoải mái, món ăn trình bày đẹp mắt, sáng tạo mà cũng ngon miệng nữa (đậm đà vừa phải), các bạn phục vụ rất là nhiệt tình, mình và mẹ được bé bảo trâm và bạn ngọc trân chụp ảnh và hỗ trợ hết mức, nhờ vậy mình khá enjoy buổi hẹn hò của mình với mẹ, mẹ cũng rất vui và cũng có nhiều ảnh về khoe bạn bè (ý là quán có nhiều góc chụp đẹp í, từ trong ra ngoài, từ dưới lên trên) quán cũng có phòng riêng tư để tổ chức tiệc riêng nữa, rất nhiều lý do để quay lại tuyệt_vời xin cảm ơn quán nhé"
11107,Naked Sushi,Thao Phan,rấtt,"đồ ăn rấtt ngon, không gian thoải mái dễ chịu, phù hợp hẹn hò hoặc gặp gỡ bạn bè, thời gian phục vụ và lên món rất nhanh, mình đi 2 ngày liên típ, được bạn ngọc và hào phục vụ rất chu đáo, 10 điểm cho hai bạn và quán"
11111,Nathalie's Thái Restaurant,TRAN TRAN,nhiên,"ở gần quán mà 7 năm rồi mới ghé ăn lần đầu tiên trang trí chất thái, nhiều món thái nhưng menu còn có rất nhiều món khác ko phải thái nên tha hồ order, các phần ăn khá nhiều, mang ra nhanh, với vị trí này thì giá cũng cao là điều tất nhiên"
11112,Nathalie's Thái Restaurant,Nupa Kami,okiela,"ngon, các món okiela, các anh chị lớn của mình thích ăn ở đây lắm mặc dù mình ăn xong thì thích chilli thái hơn nà, có 1 note là đồ nào cũng cay (với người hông biết ăn cay như mình"
11113,Nathalie's Thái Restaurant,Mỗi năm Có một mùa Hè,"padthai, chẽm","quán ăn thái to oạch nằm ở ngay ngã 3 đồ ăn ngon, đậm đà trừ món padthai ra gỏi bò khó làm lắm nhưng ăn vào rất ngon tomyum vừa đủ vị xôi xoài rất là ngon cá chẽm 3 vị bự chắc thịt, tươi và giòn không gian hơi vắng vẻ nên lên món mau mau"
11115,Nathalie's Thái Restaurant,Hà Hồ,rãi,"món ăn ngon, dịch vụ tốt, không gian thoáng và rộng rãi"
11116,Nathalie's Thái Restaurant,Thị Hoàng Yến Chu,somtum,"nhà mình thường xuyên ăn ở đây và nhà hàng này là nhà hàng thái yêu thích nhất của gia đình mình , nhưng đồ ăn hôm nay làm vợ chồng em khá thất vọng, somtum thì quá ngọt , cả món gỏi thịt bằm trọn thính cũng ngọt , mỗi lần 2 món này rất đậm đà và siêu ngon ,xôi xoài thì xôi bị quá mặn hi vọng bếp nhận ý kiến đóng góp"
11117,Nathalie's Thái Restaurant,Xuan Tran,việt,"mình đã ăn nhiều lần ở đây, và có thử nhiều quán thái khác nhưng vẫn thích ở đây nhất, không gian rất thái, kiểu đồ thái gốc không pha như quán các quán việt nam mở , vị trí rất đẹp ngay phú mỹ hưng, có nhiều chỗ đậu xe hơi free, nhân viên phục vụ chuyên nghiệp, đồ ăn vị thái gốc rất đậm đà và ngon"
11118,Nathalie's Thái Restaurant,Kevin Official,pmh,"gia đình tôi rất thích các món ăn ở nhà hàng này một nhà hàng thái ngon nhất trong khu pmh, nhưng hôm nay món cà ri đỏ bò quá dỡ, nước cà ri đỏ như nước lã cho bột cà ri vào cho có màu mè vậy thôi, đúng là quá tệ! còn các món khác thì y như củ, vẫn ngon như những lần trước"
11119,Nathalie's Thái Restaurant,Loan Nguyễn,"rãi, yum, nhàng","english below] quán ruột của mình mỗi khi thèm món thái, món ăn được nêm nếm rất vừa miệng, nguyên liệu tươi và chất lượng, lấp_lánh khẩu phần khá nhiều, nên mọi người cân nhắc gọi vừa đủ thôi, tránh gọi nhiều quá ăn không hết thì tiếc lắm, không gian rộng rãi, decor nhẹ nhàng và ấm cúng, nhân viên lịch sự, nhiệt tình và giao tiếp tiếng anh tốt nữa, tốt mình đặc biệt thích pad thai, gỏi đu đủ tôm khô và súp tomyum ở đây, hương vị hợp khẩu vị của cả hai vợ chồng mình, rất đáng để ghé thử nha mọi người! ______________________________________ this is my go-to spot whenever i crave thai food, the dishes are well-seasoned, with fresh and high-quality ingredients, lấp_lánh portions are quite generous, so i recommend ordering just enough — don’t overdo it or you might not be able to finish! the space is spacious, with cozy and minimal decor, staff are polite, enthusiastic, and can communicate well in english, tốt i especially love the pad thai, green papaya salad with dried shrimp, and tom yum soup, the flavors really suit both me and my husband, definitely worth a visit"
11120,Nathalie's Thái Restaurant,Thu Phuong Vu,rãi,"đồ ăn ngon, các món chuẩn vị thái rất vừa vặn, quán rộng rãi, sạch sẽ, phục vụ nhanh chóng, quán khá đông nên tốt nhất nên đặt bàn trước"
11121,Nathalie's Thái Restaurant,Master Dzương Nguyễn,"phuket, pattaya, nathalie, khuyến, yum","đã ăn ở tiệm thái này 16 năm qua, chất lượng đồ ăn luôn ổn định, đã thử các tiệm thái lan ở châu mỹ, châu âu, châu á và kể cả ở bangkok, pattaya hay phuket, tất cả các nhà hàng trên nấu đồ thái đều thua tiệm nathalie này, thích nhất là món tom yum kung, súp gà nước dừa chắc chắc 100% ngon hơn cả những nơi kể trên, các món ếch chiên tỏi, bò, cá, tất tật món nào cũng xuất sắc, vị trí nhà hàng ở trung tâm phú mỹ hưng, góc phố nhìn cửa sổ dòng xe qua lại nhộn nhịp, tiệm thường mở nhạc không lời hay, giá khoảng 300k-500k/người, xứng đáng đồng tiền, khuyến khích"
11122,Nathalie's Thái Restaurant,Trang Pham,pmh,"đồ ăn ngon, rất hợp với vị của mình, mình thích cơm trái dứa và pad thái, giá cũng nhỉnh hơn các nhà hàng thái khác vì ở khu pmh, nhưng ngon, highly recommend nhé mọi người"
11123,Nathalie's Thái Restaurant,Thương Trịnh Cẩm,timjum,"mình đi 2 người, món/phần đĩa quá nhiều mà nv không tư vấn, ăn bị thừa rất phí, gà nướng quá to, mực xào nhiều dầu mỡ, canh timjum tạm được, hu hu không bít mình khó tính hay sao, n ăn không ra vị thái"
11124,Nathalie's Thái Restaurant,Peace J.,"thiệu, chatramue","highly recommend! 1 trong những quán ăn chuẩn vị thái nhất tại sg, nếu bạn chưa có điều kiện du lịch thái, nếu bạn vừa đi thái về nhưng vẫn thèm ăn các món đặc trưng, nếu bạn ghiền vị cay từ ớt xanh đỏ tím vàng đủ loại, nếu bạn muốn test xem độ chịu cay của mình đến đâu,,,,thì đây sẽ là quán thái phù hợp dành cho bạn, các món ăn nêm nếm rất tốt, đậm đà vị thái như ăn ở bangkok, must try: tôm sốt thái, trà sữa thái đỏ vị như chatramue, sườn cây,,,, nhớ phải order ts cho đỡ cay nhen, perfect, mình sẽ quay lại và sẽ giới thiệu cho bạn bè"
11126,Nathalie's Thái Restaurant,Quang Cao Minh,khủng,"không gian rất châu âu, đồ ăn ngon, phục vụ ok, để oto thoải mái, quán khá lâu đời, vẫn ổn áp, món gỏi cay kinh khủng, nên gọi giảm cay, mình ăn cay rất tốt mà còn chạy, ai ko ăn cay dc là khỏi đụng đũa luôn"
11129,Nathalie's Thái Restaurant,Đặng Thị Trà My,"thiệu, pmh","tiệm thái hài lòng nhất sài gòn - vị trí quá xuất sắc, trung tâm pmh - có chỗ đỗ xe máy và ô tô ngay nhà hàng, bảo vệ thì quá sức dễ thương - vị đồ ăn ngon, nhân viên có tư vấn món cay/ít cay để mình dễ chọn - phục vụ nhanh - không gian sang mà giá mềm tổng lại cho 10 điểm nha sẽ giới thiệu cho nhiều bạn bè"
11130,Nathalie's Thái Restaurant,Bruce Nguyen,rãi,"thực đơn đa dạng, nhiều sự lựa chọn, chế biến ngon miệng, hợp khẩu vị (theo cảm nhận cá nhân), giá cả phù hợp với món ăn (tầm trung), so với các quán khác ở q7 cùng phân khúc thì khá rẻ, ngay góc ngã tư nên có chỗ đậu xe máy & xe hơi trước cửa, nhân viên lịch sự, phục vụ món khá nhanh, nếu bạn đi vào dịp đặc biệt (lê) thì nên đặt bàn và món trước để phục vụ được tốt nhất, không gian sang trọng, rộng rãi, nhiều bàn, nhà vệ sinh sạch sẽ, tính tiền nhanh :d"
11133,Nathalie's Thái Restaurant,Quan Huynh Vu,"việt, đắc","thực đơn rất phong phú, nhiều món, chế biến tinh tế, ngon miệng, hợp khẩu vị khách việt, giá hợp lý, có thể nói khá rẻ so với các nhà hàng cùng đẳng cấp ở q7, vị trí đắc địa ngay góc ngã tư lớn, chỗ đậu xe máy & xe hơi trước cửa khá thoải mái, nhân viên lễ phép, lịch sự, phục vụ món khá nhanh, không gian sang trọng, cầu kỳ decor kiểu thái, điểm trừ duy nhất là có rất nhiều muỗi, vừa ăn vừa đập muỗi chích chân"
11134,Nathalie's Thái Restaurant,Khang Vũ,đắc,"một nhà hàng thái lâu năm tại khu vực quận 7 nằm ngay khu đắc đỏ như q7 nhưng nhà hàng có giá rất phải chăng, đồ ăn thì ngon khỏi phải bàn cãi rồi! nhân viên nhiệt tình, thân thiện và chào mời món ăn rất chuyên nghiệp, nhất định sẽ ghé lại"
11135,Nathalie's Thái Restaurant,Rose Pham,hải,"món ăn ngon, giá ok, phục vụ tốt, nhanh, nhân viên vui vẻ nhiệt tình, quán decor đẹp, có chỗ đậu xe hơi, món đã gọi: cá trê chiên xoài, gà nướng lá dứa, cà ri xanh bò, gân bò sốt thái, chả giò hải sản sầu riêng, tráng miệng xôi xoài, chè thái tổng 1,2 tr cho 4 người , giá ổn"
11136,Nathalie's Thái Restaurant,L Y D I A,"koong, pmh, tiếu, việt, tomyam","món thái ngon khu pmh q7 mình gọi gỏi xoài cá trê, pad thái, tomyam koong, ếch chiên, cá hồi, cá chiên ko bị bứ dầu, kết miếng, ăn rõ vị thịt cá, xoài trộn rất ngon và thấm, vị thái chứ ko bị lai vị việt, hủ tiếu xào ko nát, thấm vị, ăn vẫn còn độ dai rất ngon, tomyam vừa ăn, ko béo quá, nổi bật vị chua cay kích thích, ếch chiên ăn với cơm trắng ngon, cá hồi tươi và mọng, áp chảo vừa chín tới, nhân viên nhiệt tình tươi cười, một quán đồ thái rất ổn và lâu năm, nên ghé ạ"
11137,Nathalie's Thái Restaurant,an truong,rãi,"nhà hàng rộng rãi , đẹp, món ăn ngon, phù hợp hơn với người thích ăn cay ,,, cari gà cốt dừa béo thơm , pad thái cũng ngon vừa miệng"
11142,Nathalie's Thái Restaurant,Rover Gold,"nathalie, cn, coa","yêu từ cái nhìn đầu tiên và bây giờ vẫn thế, nhà hàng sang trọng, giá tốt, thích hợp chiêu đãi khách, hội nhóm, ấm cúng, mát mẻ, món ăn thì thôi ngon nhứt nách nhưng chỉ có hai chi nhánh ở q7 và vũng tàu, hy vong nathalie coa nhiều cn hơn ở hcm để mình đỡ đi xa"
11144,Nathalie's Thái Restaurant,Thuận Lê,"phuc, thưc, uông","bàu không khí âm cung,,thưc ăn ngon,thưc uông ngon đâm đa,,phuc vu tốt"
11145,Nathalie's Thái Restaurant,Ch Ni,ahuhu,"đồ ăn ngon thật sự, nhiều món, mỗi món khẩu phần lớn đúng kiểu quán ăn gia đình, hồng trà sữa đỉnh cao chất lượng không ngọt không loãng uống 1 hơi hết 1 ly vì quá ngon ahuhu"
11146,Nathalie's Thái Restaurant,channel dienmaytaikho,"nathalie, toạ, nguyễn","nathalie’s thai restaurant nhà hàng phong cách ẩm thực của thái, các món ăn thái truyền thống ngon và lạ miệng, khẩu vị chua cay ngọt hoà quyền làm vị giác thêm ngon mới nhưng có phần quen thuộc, toạ lạc tại vị trí ngay ngã tư bùi bằng đoàn giao nguyễn văn linh thuận tiện, đường lớn thích hợp đậu xe hơi và có bãi xe gắn máy, nhà hàng trang trí đẹp, giá cả rất hợp lý, nhân viên chu đáo sẽ ghé qua đây nữa dịp cuối tuần"
11147,Nathalie's Thái Restaurant,Ví Văn thị tường,nhiên,"món ăn : hợp khẩu vị, ngon, nhân viên : nhiệt tình tuy nhiên : cho khách hút thuốc lá ở khu vực máy lạnh làm ảnh hưởng đến không gian chung, mình trừ 1 sao về vấn đề này"
11148,Nathalie's Thái Restaurant,Bảo Cơ Huỳnh Lê,việt,"không gian quán ấm cùng, đồ ăn lên nhanh, vị phù hợp với người việt"
11151,Nathalie's Thái Restaurant,Teddy Nguyen,nathalie,"nhà hàng nathalie's chuyên món thái rất ngon, đặc biệt món ăn sáng mì vịt quay rất tuyệt"
11153,Nathalie's Thái Restaurant,ANNA PHAN,"đc, gía, nilong","0 star nếu được phép ,vì vệ sinh, phục vụ thiếu chuyên nghiệp và đồ ăn không thực sự đặc sắc, tôi đã đến ăn vào ngày 10/2/2023,khi đem chè ra có nguyên sợi nilong của bao đá trong ly chè, tôi có khiếu nại với nhân viên phục vụ , nhưng không hề nhận đc lời xin lỗi , chỉ giải thích là sợi nilong trong đá và mang ly khác ra,ngoài ra, nhân viên và quản lí tụ tập và cười đùa ồn ào trong lúc chúng tôi đang ăn, gía đồ ăn không quá rẻ nhưng thực sự không hề đặc sắc như những nhà hàng thái tôi từng ăn, thậm chí nhạc thì mở nhạc giáng sinh và nhạc world cup vào tháng 4, cảm thấy thất vọng khi lựa chọn nhà hàng này"
11156,Nathalie's Thái Restaurant,Minh Anh Trần,lúng,"ko kỳ vọng nhiều mà đồ ăn ngon bất ngờ nha, mình đi ăn gọi carry tôm, sườn cay, gỏi cá trê, cơm chiên, tomyum nêm nếm đều oke, ấn tượng nhất là cà ri, điểm trừ là cách bày đồ ăn lên đĩa lớn có vẻ chưa hợp lí với mình, khi ăn nhiều quán khác thì thấy hợp lí hơn, ví dụ như sườn cay để trên đĩa khá nông nên gây khó khăn khi ăn và dễ nguội, mong quán cải thiện điểm này, nhân viên quán là các cô có vẻ cũng còn lúng túng khi order và đưa món, tổng lại thì ko gian phù hợp vs gia đình, đồ ăn dễ ăn"
11157,Nathalie's Thái Restaurant,Quý Đặng Lâm Phú,nhiên,"đồ ăn ngon, không gian sang trọng, giá tương đối cao tuy nhiên đồ ăn ngon chuẩn bị thái, nên thử"
11160,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Nguyễn Đức Tâm,đb,"đồ ăn ngon giá cả hợp lí cho, quán cho nhiều sốt 2 ng gọi combo 2 đb ăn cx no"
11162,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Tai Nguyen,nhiên,"chủ quán dễ thương, siêu thân thiện, đồ ăn nhìn chung là ngon, ổn trong tầm giá, tuy nhiên nước chấm hơi mặn tí và thơm hơn tí thì ổn"
11164,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Anh Ngoc,"đc, lowkey, hihi","sock lần 1: đi ăn hết 160k, đc chị chủ quán cho bốc 2 bao lì xì đc 50k sock lần 2: nước chấm bị thiếu bột nếp, bill 200k chị giảm hẳn 50k, mua thêm hộp gừng mật ong giá rẻ như cho rồi chị lại tặng thêm một hộp chanh đường nữa, chị chủ quán dễ thương lắm luôn về món ăn: quán nem hiếm hoi mình quay lại ăn, rau nhiều, sạch, rau mới rất hấp dẫn, nem ngon, ko bị bở, quán lowkey ở q1, nằm trong hẻm, mình nghĩ ai sành ăn mới ăn quán này hihi"
11166,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Phương Linh,"dth, kím, ngonn","mình kím đại trên gg ai dè tới ăn, 90k mà ú ụ, nem nướng ngonn, chân gà cũng ngon nữa, chị chủ ở đây cũng dth nữa luôn"
11169,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,quynh quynh,mng,"ăn hết sạch là mng biết ngon rui đó, ngon rẻ, c chủ dễ thương"
11170,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Tammy Pham,"luy, muê, ngoong","ngoong muê luy, chị chủ quán dễ thương dui tính gần chết, tưởng chị hai trong nhà không đó trời"
11172,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Bảo Hân,"nma, kh","tui ăn ở chỗ này chắc cũng kha khá lần mọi lần chị chủ vẫn rất dễ thương, nhưng mà nay thì tui có hơi thất vọng và tui nghĩ đây cũng là lần cuối tui ăn vì lần này chị chủ khá thái độ, tụi tui hôm nay đi ăn 3 người ban đầu thì tụi tui nghĩ 2 người là đủ ăn cơ mà hơi thiếu nên tui có gọi thêm 1 phần nem 1 người, thì chị hỏi có lấy rau không tui bảo không tại dĩa rau căn bản còn rất nhiều, xong chị mang ra đúng 5 cái nem thì tui mới hỏi vậy bánh tráng chiên với bún đồ không có hả chị, thì chị lại thái độ bảo thì gọi không rau mà với thái độ cũng khá khó chịu ấy, tuy đồ ăn ngon nma chắc tui sẽ kh quay lại"
11174,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Thanh Quang,thiệu,"được bé hà giới thiệu qua dùng thử mà món ngon ngoài mong đợi, từ hình thức tới độ ngon thì khỏi phải bàn,giá cả còn hợp lí nguyện đóng họ cho quán quài luôn các bạn oi"
11177,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,PHÚC LƯU,khuyến,"thức ăn ngon, thường xuyên có chương trình khuyến mãi"
11186,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,nguyen linh,áa,"ê ngon nha , rcm mọi người luôn, mọi người ai cũng thân thiện, đi 2 đứa gọi phần đặc biệt 2 người mà ăn muốn ná thở luôn, này chắc 3 người ăn là ổn áa"
11188,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,BulsamTHD 2024,dth,"chuẩn nem nướng nha trang, ngon lắm ạ, nước uống cũng ngon, nhân viên dth chủ quán nhiệt tình, sẽ quay lại ủng hộ quán ạ"
11192,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Ngoc Truong Huynh,"thiệu, việt","quá ngon, quán được bạn việt hà giới thiệu cảm thấy xứng đáng đồng tiền lắm ạ"
11208,Nem Nướng Nha Trang Hùng Việt - CN Quận 1,Phương Uyên Lê Thị,"cáa, dthg, gthieu",được hà gthieu dthg cáa
11209,Ngõ Thái - Quận 10,Hương Lê,"hỗ, rãi, nhiên","mình ghé ngõ thái vào khoảng 5 giờ chiều, lúc này quán chưa quá đông, trải nghiệm thoải mái, - ấn tượng đầu tiên là không gian rộng rãi, bố trí bàn ghế hợp lý, ngồi lâu không bị bí, quán có khu máy lạnh và khu ngoài trời, phù hợp đi nhóm đông hay gia đình, - bên ngoài chỗ để xe khá thoải mái, quán nhìn xinh và dễ tìm, - về menu, quán có nhiều món thái đa dạng, lựa chọn khá phong phú, thời gian ra món nhanh, phần ăn nhìn chung nhiều, trình bày ổn, - tuy nhiên, về hương vị thì cá nhân mình thấy không quá hợp khẩu vị, có thể do mình không quen ăn đồ thái, điều này hoàn toàn là cảm nhận riêng, chứ chất lượng món và khẩu phần vẫn ổn, - điểm cộng lớn là nhân viên dễ thương, được bố trí khá nhiều nên gọi món hay hỗ trợ đều nhanh và lịch sự, giá cả mình thấy khá mềm, nhiều món chỉ từ 39,000đ, phù hợp đi ăn thường xuyên, tổng thể, dù không quá hợp vị cá nhân nhưng mình vẫn đánh giá ngõ thái xứng đáng 5 sao nhờ không gian, giá cả và dịch vụ tốt, lần tới sẽ rủ thêm bạn bè gia đình"
11210,Ngõ Thái - Quận 10,Kiều Trinh Lý,"hải, yum","ghé ngõ thái quận 10 lần đầu mà mê luôn! quán núp hẻm nhỏ nhưng vào là thấy không gian sân vườn thoáng mát, xanh mướt, ngồi chill cực kỳ thoải mái như về nhà, không khí buổi tối đèn vàng ấm áp, vibe thái chuẩn chỉnh, đồ ăn thì đỉnh cao luôn: tom yum hải sản chua cay đậm đà, pad thai tôm tươi ngon, gỏi đu đủ (som tam) giòn tan, cơm chiên tôm thơm lừng, đặc biệt là xôi xoài ngọt vừa miệng, món nào cũng tươi, gia vị chuẩn vị thái, ăn no mà không ngán, giá siêu mềm so với chất lượng, 2 người ăn thoải mái chỉ khoảng 400-500k, nhân viên thân thiện, phục vụ nhanh, gọi món gì cũng nhiệt tình tư vấn, quán mở từ chiều đến tối, phù hợp đi nhóm bạn hoặc gia đình, lần sau chắc chắn quay lại và rủ thêm hội chị em"
11213,Ngõ Thái - Quận 10,la hyphung,nch,"m,n đến thì nhớ đặt bàn trước do khách rất đông kể cả trong tuần, về đồ ăn thì nêm nếm vừa phải, các loại nước sốt rất ngon luôn, món lên nhanh, ngon, sạch đẹp,,, các món ăn khẩu phần khá ít nhưng giá cả hợp lý nên tụi mình thử được rất nhiều món, nhóm mình đi 5 người gọi được 7 món, 8 phần,,, mỗi người tầm 150- 200k gì đó,, không gian cũng sạch sẽ, dễ nch"
11214,Ngõ Thái - Quận 10,Nang Le,nhiên,"không biết quán đông nhiều lắm không, nhưng mình đặt bàn khá nhiều lần để ăn thử nhưng bên quán đều báo hết bàn, hôm đi ăn thử quán báo còn 1 bàn duy nhất nên mình mới được đi ăn thử nhưng thấy bàn vẫn còn nhiều và rất ít khách, - phục vụ tốt, quán sạch, lên món khá nhanh, - tuy nhiên đồ ăn chưa hợp khẩu vị với mình, nên mình không đánh giá cao"
11216,Ngõ Thái - Quận 10,Ngày nào cũng vui,"yum, hòa, hải, việt","ăn ngõ thái cùng mình nha ngõ thái mang đến trải nghiệm ẩm thực thái lan khá dễ chịu với hương vị đậm đà, chua cay đặc trưng nhưng được điều chỉnh vừa phải cho hợp khẩu vị người việt, không gian quán được thiết kế trẻ trung, thoáng, món ăn của đa dạng, từ pad thái, tôm sốt thái, gỏi xoài … mỗi món đều có hương thơm hấp dẫn, đậm chất thái, pad thái là món đáng thử nhất: sợi mì mềm, thấm sốt, tôm tươi và vị chua ngọt hài hòa, tom yum của quán cũng nổi bật với vị cay thơm, chua dịu và mùi sả dậy đặc trưng, rất hợp để ăn cùng cơm trắng hoặc hải sản, giá món ăn ở mức tầm trung, phần ăn vừa phải và trình bày khá tinh tế, phục vụ nhanh, thân thiện là điểm cộng thêm, nếu bạn yêu thích vị chua cay đặc trưng của thái hoặc muốn đổi gió vào cuối tuần, ngõ thái là một lựa chọn đáng cân nhắc với hương vị hợp khẩu vị và chất lượng món ổn định"
11217,Ngõ Thái - Quận 10,Phòng Khám Chuyên Khoa Mắt Pháp Việt,"nhma, mng, nhó","lần đầu mình trải nghiệm quán này và rất rất rcm mng trải nghiệm nha, tuyệt đặc biệt là cơm chiên mắm ruốc và tháp sườn cay, 2 món mình đánh giá hợp vị với mình nhất (còn lại cũng ngon mà k hợp mình thoi chứ k dở nha), từ đồ ăn tới cách phục vụ, các bạn rất dễ thương, chí có quán hơi đông, mng đi cuối tuần nên đặt bàn trước tháp sườn chỉ có 149k thoi rẻ hơn mấy bên khác nhiều nhma thật sự là ngon nha, rcm mọi người trải nghiệm nhó"
11220,Ngõ Thái - Quận 10,Duy Nguyen,mlem,"xem review thấy mlem quá nên ghé ăn thử, lúc mình đến quán đông lắm, ngồi chờ 30p có bàn, trong lúc ngồi chờ được các bạn phục vụ chu đáo mang nước ra cho khách, mình hài lòng các bạn nhân viên của quán đến chú bảo vệ, không gian quán rộng, ngồi thoải mái, sạch sẽ, món ăn nêm nếm hợp khẩu vị của mình, giá thành rẻ nhưng nội dung chất lượng lắm nha! sẽ quay lại ủng hộ! mn nên ghé dùng thử nha! hãy đặt bàn trước khi đến để không phải chờ lâu nhen"
